,fname,lname,g,pts,trb,ast,fgp,fg3p,ftp,efgp,per,ws
1883,Will,Perdue,792,4.7,4.9,0.8,51.5,6.7,57.7,51.6,13.6,26.6
1884,Kendrick,Perkins,782,5.4,5.8,1.0,53.0,0.0,59.4,53.0,10.7,27.9
1885,Sam,Perkins,1286,11.9,6.0,1.5,45.9,36.2,81.1,49.4,15.5,105.4
1886,Kosta,Perovic,7,1.4,1.9,0.1,30.0,-,66.7,30.0,10.3,0.0
1887,London,Perrantes,14,0.5,0.3,0.4,15.4,0.0,60.0,15.4,0.7,-0.1
1888,Elliot,Perry,549,6.3,1.4,3.1,45.9,35.9,78.3,48.3,14.3,14.0
1889,Tim,Perry,481,6.8,4.0,0.9,48.5,31.8,64.8,50.1,12.4,14.6
1890,Chuck,Person,943,14.7,5.1,2.8,45.8,36.2,72.3,50.8,13.7,38.9
1891,Wesley,Person,733,11.2,3.3,1.7,45.7,41.8,77.8,54.1,14.1,44.0
1892,Alec,Peters,20,4.1,1.9,0.6,37.8,31.0,80.0,50.0,10.7,0.3
1893,Jim,Petersen,491,6.9,4.8,1.0,48.6,7.1,72.5,48.6,11.0,13.8
1894,Mel,Peterson,134,7.7,4.7,1.2,44.2,22.5,82.0,44.6,14.5,2.1
1895,Morris,Peterson,711,10.7,3.5,1.5,41.8,37.3,77.3,49.5,13.3,35.7
1896,Johan,Petro,473,4.7,3.9,0.5,46.2,15.4,67.8,46.2,10.4,5.5
1897,Drazen,Petrovic,290,15.4,2.3,2.4,50.6,43.7,84.1,54.4,16.4,21.5
1898,Richard,Petruska,22,2.4,1.4,0.0,43.5,46.7,75.0,51.1,12.3,0.0
1899,Roger,Phegley,345,8.7,2.0,1.4,47.0,25.3,83.4,47.5,13.6,8.5
1900,Derrick,Phelps,3,0.0,0.0,0.3,0.0,-,0.0,0.0,-17.3,0.0
1901,Mike,Phelps,132,3.6,1.1,1.0,41.6,9.1,63.9,41.8,8.8,0.3
1902,Eddie,Phillips,48,3.2,1.6,0.6,40.6,0.0,67.8,40.6,7.5,0.1
1903,Bobby,Phills,467,11.0,3.1,2.7,44.3,39.0,73.8,48.2,14.1,27.2
1904,Eric,Piatkowski,789,7.5,2.2,1.0,43.4,39.9,83.9,52.6,14.0,31.0
1905,Paul,Pierce,1343,19.7,5.6,3.5,44.5,36.8,80.6,50.0,19.7,150.0
1906,Ricky,Pierce,969,14.9,2.4,1.9,49.3,32.2,87.5,50.7,17.7,72.2
1907,Stan,Pietkiewicz,96,3.9,1.0,1.8,45.8,33.3,80.6,50.2,13.1,1.5
1908,Mickael,Pietrus,557,8.3,3.1,0.8,42.5,35.5,66.5,51.4,11.6,19.7
1909,Ed,Pinckney,793,6.8,5.0,0.9,53.5,0.0,76.5,53.5,14.8,42.7
1910,Kevinn,Pinkney,6,5.2,2.5,0.8,44.4,50.0,66.7,46.3,11.6,0.2
1911,John,Pinone,7,2.9,1.4,0.4,53.8,-,60.0,53.8,7.8,0.1
1912,Tom,Piotrowski,18,1.7,0.9,0.3,46.2,-,100.0,46.2,9.2,0.1
1913,Scottie,Pippen,1178,16.1,6.4,5.2,47.3,32.6,70.4,50.4,18.6,125.1
1914,Charlie,Pittman,234,4.5,3.1,0.9,54.6,0.0,71.1,54.6,10.1,4.2
1915,Dexter,Pittman,50,2.3,1.8,0.2,45.0,-,54.5,45.0,9.1,0.5
1916,Zoran,Planinic,148,3.8,1.3,1.1,40.5,28.9,67.7,44.3,9.6,1.5
1917,Tibor,Pleiss,12,2.0,1.3,0.2,44.0,0.0,100.0,44.0,3.5,-0.1
1918,Miles,Plumlee,346,4.9,4.5,0.5,54.2,-,54.3,54.2,13.7,10.6
1919,Gary,Plummer,126,4.2,2.4,0.5,43.0,14.3,71.7,43.2,8.1,0.2
1920,Pavel,Podkolzin,6,0.7,1.5,0.0,0.0,-,50.0,0.0,-2.8,-0.1
1921,Dwayne,Polee,1,2.0,0.0,0.0,25.0,0.0,-,25.0,-11.4,0.0
1922,Scot,Pollard,506,4.4,4.6,0.4,49.4,0.0,70.9,49.4,13.8,26.6
1923,Olden,Polynice,1058,7.8,6.7,0.7,50.5,19.2,53.5,50.6,13.2,46.8
1924,Quincy,Pondexter,355,4.5,1.8,0.7,42.3,35.6,74.6,50.1,9.8,9.7
1925,David,Pope,33,1.9,0.9,0.3,35.6,50.0,52.9,36.3,4.7,-0.1
1926,Mark,Pope,153,1.9,1.7,0.4,40.1,17.9,57.3,41.9,6.4,1.3
1927,Dave,Popson,41,1.9,1.1,0.3,40.5,0.0,75.0,40.5,8.2,-0.1
1928,Ben,Poquette,718,6.8,5.2,1.2,48.3,22.0,77.9,48.4,12.6,30.4
1929,Kevin,Porter Jr.,659,11.6,1.8,8.1,48.3,18.8,73.7,48.3,15.6,36.0
1930,Chris,Porter,51,8.6,3.7,1.2,38.9,0.0,66.7,38.9,11.1,0.2
1931,Kevin,Porter,659,11.6,1.8,8.1,48.3,18.8,73.7,48.3,15.6,36.0
1932,Terry,Porter,1274,12.2,3.0,5.6,46.3,38.6,83.6,51.8,17.2,110.4
1933,James,Posey,864,8.6,4.7,1.6,41.0,34.9,82.0,49.5,12.4,51.6
1934,Lavor,Postell,61,3.2,0.7,0.2,33.5,25.0,79.5,36.6,8.9,-0.2
1935,Vitaly,Potapenko,610,6.5,4.5,0.7,47.9,16.7,69.4,47.9,11.8,15.5
1936,Leon,Powe,239,6.2,3.8,0.3,51.5,0.0,68.2,51.5,16.8,12.0
1937,Josh,Powell,316,3.9,2.9,0.5,43.8,35.0,74.3,44.1,9.2,2.5
1938,Kasib,Powell,11,7.6,4.0,1.6,36.8,24.2,66.7,41.1,9.0,0.0
1939,Roger,Powell,3,0.7,1.0,0.0,0.0,0.0,100.0,0.0,-8.3,-0.1
1940,Alex,Poythress,52,3.8,2.3,0.5,47.2,35.8,66.7,53.1,11.7,1.0
1941,Paul,Pressey,724,10.6,3.9,5.1,48.5,22.2,74.9,49.1,15.5,49.0
1942,Phil,Pressey,148,3.2,1.5,2.9,34.1,25.4,63.0,38.8,9.9,0.8
1943,Dominic,Pressley,13,1.8,1.2,2.0,29.0,0.0,55.6,29.0,5.3,-0.2
1944,Harold,Pressley,299,9.0,4.5,2.1,43.7,35.8,77.8,48.0,13.8,10.0
1945,AJ,Price,261,5.8,1.4,2.2,38.0,31.6,74.2,45.6,12.2,4.7
1946,Brent,Price,418,5.9,1.6,3.0,42.6,38.7,82.4,52.1,13.3,12.0
1947,Mark,Price,722,15.2,2.6,6.7,47.2,40.2,90.4,53.0,19.6,71.1
1948,Mike,Price,123,3.2,1.3,0.7,40.2,-,77.2,40.2,9.1,0.4
1949,Ronnie,Price,544,3.7,1.2,1.8,37.3,30.2,73.8,43.4,9.1,4.0
1950,Tony,Price,5,0.8,0.0,0.6,28.6,-,-,28.6,2.4,-0.1
1951,Pablo,Prigioni,270,3.5,1.9,2.8,42.5,37.9,87.2,55.4,12.3,10.4
1952,Taurean,Prince,1017,11.1,4.3,2.4,45.5,36.7,75.6,48.3,13.7,63.1
1953,Tayshaun,Prince,1017,11.1,4.3,2.4,45.5,36.7,75.6,48.3,13.7,63.1
1954,Kevin,Pritchard,94,3.6,1.0,1.6,39.9,18.6,79.0,41.3,8.2,0.4
1955,Laron,Profit,135,3.3,1.5,1.2,41.9,23.6,71.2,44.4,10.6,0.7
1956,Gabe,Pruitt,62,2.0,0.8,0.8,32.1,28.3,78.3,38.2,7.7,0.4
1957,Joel,Przybilla,592,3.9,6.2,0.4,55.2,0.0,55.7,55.2,12.0,23.0
1958,Anthony,Pullard,8,2.1,1.0,0.3,44.4,-,33.3,44.4,9.2,-0.1
1959,Jacob,Pullen,3,0.7,0.0,0.0,50.0,0.0,-,50.0,-2.3,0.0
1960,Rodney,Purvis,16,6.0,1.7,1.1,32.7,25.0,86.7,38.8,4.5,-0.3
1961,Tim,Quarterman,19,1.8,0.9,0.6,43.8,33.3,40.0,51.6,9.2,-0.1
1962,Bob,Quick,142,6.0,2.8,0.7,45.4,-,74.6,45.4,13.4,4.3
1963,Chris,Quinn,241,4.5,1.1,1.9,39.9,37.7,80.9,48.3,12.2,5.3
1964,Brian,Quinnett,138,3.4,1.6,0.6,41.4,32.6,67.7,44.3,8.4,0.9
1965,Ivan,Rabb,85,5.7,4.3,1.0,55.5,20.0,74.3,55.9,16.3,3.2
1966,Luke,Rackley,278,6.3,4.6,0.6,46.1,0.0,63.1,46.1,12.6,6.0
1967,Mark,Radford,97,3.6,0.8,1.7,50.7,28.6,45.8,51.8,11.3,0.4
1968,Dino,Radja,224,16.7,8.4,1.6,49.7,0.0,73.5,49.7,17.4,14.3
1969,Vladimir,Radmanovic,737,8.0,3.8,1.4,41.5,37.8,75.8,50.9,12.7,26.5
1970,Aleksandar,Radojevic,15,1.7,2.4,0.5,30.8,-,62.5,30.8,-0.9,-0.4
1971,Miroslav,Raduljica,53,3.6,2.1,0.4,53.0,-,82.5,53.0,14.7,1.1
1972,Ed,Rains,83,3.5,1.5,0.7,42.3,0.0,62.6,42.3,8.2,0.7
1973,Igor,Rakocevic,42,1.9,0.4,0.8,37.9,41.7,80.6,42.2,8.4,0.1
1974,Kurt,Rambis,880,5.2,5.6,1.1,53.4,0.0,68.9,53.4,13.1,38.3
1975,Peter John,Ramos,6,1.8,0.7,0.0,50.0,-,50.0,50.0,8.2,0.0
1976,Mark,Randall,127,2.6,1.3,0.4,44.3,15.4,72.2,45.3,11.6,1.0
1977,Anthony,Randolph,252,7.1,4.3,0.7,45.3,24.1,74.0,46.0,16.5,5.8
1978,Shavlik,Randolph,146,2.3,2.5,0.2,44.9,16.7,54.4,45.1,12.6,2.2
1979,Zach,Randolph,1116,16.6,9.1,1.8,47.1,27.3,76.4,47.8,19.3,81.1
1980,Wally,Rank,25,2.2,1.2,0.7,36.8,-,46.4,36.8,4.0,-0.4
1981,Kelvin,Ransey,474,11.4,1.9,5.2,45.4,13.2,78.2,45.6,14.8,17.9
1982,Blair,Rasmussen,532,9.6,5.7,0.9,47.2,25.7,76.7,47.3,13.3,19.0
1983,Xavier,Rathan-Mayes,5,5.8,1.0,3.6,28.6,7.1,44.4,29.8,0.9,-0.4
1984,Theo,Ratliff,810,7.2,5.7,0.6,49.6,0.0,71.0,49.6,14.3,47.9
1985,Andy,Rautins,5,1.6,0.2,0.6,42.9,25.0,50.0,50.0,-1.2,-0.2
1986,Leo,Rautins,32,1.5,1.1,1.0,35.0,-,60.0,35.0,5.8,-0.1
1987,Allan,Ray,47,6.2,1.5,0.9,38.6,41.4,76.4,47.9,10.0,0.6
1988,Clifford,Ray,784,7.4,8.9,2.2,52.4,0.0,58.8,52.4,14.4,56.7
1989,Jamesearl,Ray,103,3.2,2.2,0.7,42.8,33.3,62.9,42.9,10.0,-0.3
1990,Craig,Raymond,241,6.9,6.3,1.4,45.2,0.0,63.1,45.2,10.9,7.5
1991,Joe,Reaves,19,4.2,2.8,0.4,44.4,-,47.1,44.4,9.5,-0.1
1992,Josh,Reaves,19,4.2,2.8,0.4,44.4,-,47.1,44.4,9.5,-0.1
1993,Zeljko,Rebraca,215,5.9,3.2,0.4,52.7,-,79.2,52.7,14.1,8.3
1994,Eldridge,Recasner,296,5.9,1.8,1.8,42.6,40.9,88.7,50.6,11.7,8.8
1995,Michael,Redd,629,19.0,3.8,2.1,44.7,38.0,83.8,50.3,19.5,55.9
1996,Marlon,Redmond,77,6.5,2.1,1.0,42.3,0.0,65.5,42.3,11.0,0.6
1997,Davon,Reed,31,2.4,1.5,0.5,30.7,31.0,66.7,38.1,5.3,-0.2
1998,Justin,Reed,136,3.5,1.4,0.5,40.4,0.0,75.2,40.4,8.0,0.5
1999,Bryant,Reeves,395,12.5,6.9,1.6,47.5,7.4,70.3,47.5,13.8,13.0
2000,Khalid,Reeves,277,7.8,2.1,3.2,41.6,36.3,74.4,48.2,13.1,8.4
2001,Billy,Reid,59,3.2,1.0,1.2,45.4,0.0,56.4,45.4,6.2,-0.6
2002,Don,Reid,403,3.6,2.9,0.4,53.0,0.0,65.8,53.0,11.8,13.7
2003,Robert,Reid,919,11.4,4.5,2.7,45.8,29.1,73.2,46.3,13.1,40.3
2004,Ryan,Reid,5,1.6,0.4,0.0,80.0,-,-,80.0,17.6,0.1
2005,Jared,Reiner,46,1.2,2.4,0.3,34.2,-,28.6,34.2,3.9,-0.2
2006,Richard,Rellford,4,4.0,1.8,0.3,62.5,-,75.0,62.5,11.6,0.0
2007,Terrence,Rencher,36,2.9,1.2,1.5,33.0,31.0,67.4,37.5,6.5,-0.2
2008,Efthimios,Rentzias,35,1.5,0.7,0.2,33.9,50.0,88.9,37.3,10.6,0.2
2009,Shawn,Respert,172,4.9,1.3,1.0,41.4,34.0,81.6,47.8,11.6,2.1
2010,Kevin,Restani,550,6.2,4.0,1.4,48.6,20.5,71.7,48.7,11.6,14.8
2011,Cameron,Reynolds,19,5.0,1.6,0.7,42.3,41.2,88.9,55.8,10.4,0.4
2012,Jerry,Reynolds,443,9.1,3.0,2.0,41.8,22.6,74.9,42.2,15.0,10.5
2013,Rodrick,Rhodes,72,5.3,1.2,1.7,34.7,20.0,62.0,35.1,6.7,-1.6
2014,Glen,Rice,1000,18.3,4.4,2.1,45.6,40.0,84.6,50.8,16.2,88.7
2015,Glen,Rice,1000,18.3,4.4,2.1,45.6,40.0,84.6,50.8,16.2,88.7
2016,Chris,Richard,70,1.9,2.8,0.4,48.3,-,60.5,48.3,7.5,0.7
2017,Clint,Richardson,586,7.0,2.4,2.5,46.3,24.4,77.0,46.5,11.1,16.6
2018,Jason,Richardson,857,17.1,5.0,2.7,43.8,37.0,70.7,50.2,16.3,59.1
2019,Jeremy,Richardson,45,1.9,0.6,0.1,33.3,38.5,62.5,40.9,4.5,-0.3
2020,Malachi,Richardson,70,2.8,1.0,0.3,35.8,30.1,78.3,43.3,6.2,-0.1
2021,Micheal Ray,Richardson,556,14.8,5.5,7.0,45.7,22.0,69.0,46.5,16.9,35.2
2022,Norman,Richardson,11,2.7,0.7,0.2,38.5,50.0,66.7,46.2,10.3,0.0
2023,Pooh,Richardson,639,11.1,2.8,6.5,44.4,32.9,65.2,47.0,14.9,26.7
2024,Quentin,Richardson,783,10.3,4.7,1.5,39.7,35.5,71.8,47.6,12.9,32.8
2025,Mitch,Richmond,976,21.0,3.9,3.5,45.5,38.8,85.0,49.7,17.6,79.3
2026,Isaiah,Rider,563,16.7,3.8,2.7,44.3,35.2,81.2,48.4,14.7,22.8
2027,Luke,Ridnour,830,9.3,2.3,4.5,43.1,34.9,86.2,47.4,13.9,36.0
2028,Antoine,Rigaudeau,11,1.5,0.7,0.5,22.9,20.0,-,24.3,-2.4,-0.4
2029,Eric,Riley,186,3.1,2.6,0.3,45.6,0.0,70.4,45.6,12.5,2.5
2030,Rich,Rinaldi,84,4.8,1.2,0.9,38.9,0.0,73.5,38.9,11.5,0.3
2031,Ramon,Rivas,28,1.4,0.9,0.1,38.7,0.0,64.0,38.7,9.3,0.0
2032,David,Rivers,114,3.4,1.3,2.5,39.8,8.3,79.4,40.0,9.7,-0.3
2033,Doc,Rivers,864,10.9,3.0,5.7,44.4,32.8,78.4,46.9,16.6,68.2
2034,Andre,Roberson,213,7.8,3.9,1.2,41.2,0.0,69.9,41.2,10.7,3.3
2035,Anthony,Roberson,213,7.8,3.9,1.2,41.2,0.0,69.9,41.2,10.7,3.3
2036,Terrance,Roberson,3,0.0,0.3,0.3,0.0,0.0,-,0.0,-15.0,-0.1
2037,Anthony,Roberts,213,7.8,3.9,1.2,41.2,0.0,69.9,41.2,10.7,3.3
2038,Brian,Roberts,314,6.6,1.3,2.3,41.1,35.6,90.8,47.1,13.0,7.4
2039,Fred,Roberts,818,7.3,2.8,1.2,50.2,32.5,79.6,50.8,12.6,26.2
2040,Joe,Roberts,218,5.8,4.9,0.6,38.1,33.3,63.7,38.1,9.6,2.4
2041,Lawrence,Roberts,87,3.8,3.6,0.4,45.2,0.0,68.8,45.2,13.5,2.5
2042,Marv,Roberts,402,8.3,3.9,1.3,43.3,33.3,77.3,43.4,12.3,11.4
2043,Stanley,Roberts,300,8.5,5.2,0.6,49.9,0.0,51.4,49.9,13.6,8.1
2044,Alvin,Robertson,779,14.0,5.2,5.0,47.7,29.5,74.3,49.0,17.0,52.1
2045,Ryan,Robertson,1,5.0,0.0,0.0,33.3,0.0,100.0,33.3,2.6,0.0
2046,Rick,Robey,493,7.6,4.7,1.2,50.1,12.5,65.0,50.1,12.8,15.8
2047,Glenn,Robinson III,688,20.7,6.1,2.7,45.9,34.0,82.0,48.5,17.5,39.8
2048,Bernard,Robinson,128,4.5,2.5,1.0,41.7,16.1,78.6,42.2,11.0,2.0
2049,Chris,Robinson,76,4.6,1.5,1.4,37.6,37.4,57.1,45.8,9.3,-0.1
2050,Cliff T.,Robinson,629,17.2,8.3,2.0,46.8,18.4,72.2,46.9,17.0,30.5
2051,Clifford,Robinson,629,17.2,8.3,2.0,46.8,18.4,72.2,46.9,17.0,30.5
2052,David,Robinson,987,21.1,10.6,2.5,51.8,25.0,73.6,51.9,26.2,178.7
2053,Devin,Robinson,8,6.1,3.1,0.8,57.1,0.0,64.3,57.1,19.4,0.4
2054,Eddie,Robinson,278,7.0,2.7,0.9,50.7,25.0,73.9,50.9,14.0,10.2
2055,Flynn,Robinson,543,14.0,2.5,3.0,45.6,26.7,84.6,45.7,17.5,32.6
2056,Glenn,Robinson,688,20.7,6.1,2.7,45.9,34.0,82.0,48.5,17.5,39.8
2057,Jackie,Robinson,22,3.8,1.2,0.6,46.3,0.0,70.0,46.3,13.7,0.3
2058,Jamal,Robinson,22,3.8,1.2,0.6,46.3,0.0,70.0,46.3,13.7,0.3
2059,James,Robinson,22,3.8,1.2,0.6,46.3,0.0,70.0,46.3,13.7,0.3
2060,Larry,Robinson,89,4.5,1.9,0.9,38.4,37.3,66.7,44.7,10.3,0.9
2061,Nate,Robinson,618,11.0,2.3,3.0,42.3,36.0,79.6,49.3,15.6,27.8
2062,Oliver,Robinson,35,2.9,0.5,0.6,36.1,9.1,66.7,36.6,14.1,0.1
2063,Rumeal,Robinson,336,7.6,1.8,3.5,43.2,34.4,61.1,45.6,12.9,5.2
2064,Thomas,Robinson,313,4.9,4.8,0.6,47.0,0.0,50.5,47.0,14.0,4.6
2065,Truck,Robinson,772,15.5,9.4,1.7,48.3,100.0,66.2,48.3,14.9,52.7
2066,Wayne,Robinson,81,7.9,3.6,1.4,46.0,0.0,72.9,46.0,11.5,1.7
2067,Bill,Robinzine,529,10.5,6.1,1.1,48.2,25.0,74.9,48.2,14.9,23.3
2068,Dave,Robisch,930,11.4,6.6,1.8,46.4,0.0,79.8,46.4,16.6,64.2
2069,John,Roche,479,11.2,1.5,3.9,46.9,35.5,79.2,49.0,12.6,19.8
2070,Dennis,Rodman,911,7.3,13.1,1.8,52.1,23.1,58.4,52.9,14.6,89.8
2071,Sergio,Rodriguez,353,4.9,1.5,3.4,40.9,33.7,73.9,47.1,12.4,4.3
2072,Lou,Roe,66,2.0,1.4,0.3,33.3,25.0,64.7,35.1,7.7,0.0
2073,Carlos,Rogers,298,7.4,4.3,0.6,53.6,25.8,56.2,54.5,15.4,11.1
2074,Johnny,Rogers,69,3.6,1.5,0.4,47.2,0.0,67.9,47.2,9.7,0.4
2075,Rodney,Rogers,866,10.9,4.5,2.0,45.1,34.7,69.0,49.4,14.4,38.8
2076,Roy,Rogers,866,10.9,4.5,2.0,45.1,34.7,69.0,49.4,14.4,38.8
2077,Tree,Rollins,1156,5.4,5.8,0.6,52.2,0.0,70.0,52.2,13.6,63.9
2078,Lorenzo,Romar,291,5.9,1.3,3.5,46.4,21.1,74.9,47.0,13.0,8.0
2079,Sean,Rooks,749,6.2,3.8,0.8,45.9,9.1,69.9,45.9,12.0,16.2
2080,Jalen,Rose,923,14.3,3.5,3.8,44.3,35.5,80.1,47.7,15.3,47.2
2081,Malik,Rose,813,6.2,4.1,0.8,43.7,17.7,74.3,43.8,13.4,26.5
2082,Robert,Rose,2,0.0,1.0,0.0,0.0,-,-,0.0,5.0,0.0
2083,Quinton,Ross,458,4.1,2.1,0.9,41.9,31.8,71.1,43.2,7.8,7.7
2084,Doug,Roth,42,1.9,2.9,0.5,43.0,0.0,50.0,43.0,8.2,0.4
2085,Scott,Roth,160,4.7,1.3,1.2,37.5,29.1,73.0,39.3,10.3,1.1
2086,Dan,Roundfield,813,14.3,9.2,2.0,48.2,11.1,73.5,48.3,17.9,66.5
2087,Ron,Rowan,7,1.7,0.1,0.1,44.4,100.0,75.0,50.0,22.2,0.0
2088,Jim,Rowinski,23,2.5,1.5,0.2,41.7,-,84.4,41.7,13.8,0.3
2089,Derrick,Rowland,2,1.5,0.5,0.5,33.3,-,50.0,33.3,7.0,0.0
2090,Brian,Rowsom,82,5.6,3.3,0.6,45.5,66.7,81.8,45.8,14.5,2.4
2091,Brandon,Roy,326,18.8,4.3,4.7,45.9,34.8,80.0,49.2,20.0,37.4
2092,Donald,Royal,504,6.3,2.8,1.0,47.3,0.0,77.0,47.3,12.8,19.1
2093,Clifford,Rozier,173,4.8,5.2,0.6,49.6,18.2,46.5,49.8,11.9,3.9
2094,Guy,Rucker,3,0.0,0.3,0.3,-,-,-,-,7.8,0.0
2095,Delaney,Rudd,239,3.4,0.8,2.2,41.3,25.7,76.1,44.2,9.8,0.7
2096,Damjan,Rudez,146,3.3,0.6,0.6,42.4,37.3,77.4,55.2,7.4,1.4
2097,Michael,Ruffin,414,1.7,3.9,0.6,40.7,0.0,45.9,40.7,8.5,6.8
2098,Trevor,Ruffin,110,9.2,1.4,2.9,41.1,37.1,79.5,49.5,14.9,1.3
2099,Paul,Ruffner,133,4.2,3.0,0.5,47.1,-,68.8,47.1,13.6,1.0
2100,Jeff,Ruland,332,17.4,10.2,3.0,56.4,15.8,71.8,56.4,18.7,34.3
2101,Stefano,Rusconi,7,1.1,0.9,0.4,33.3,-,40.0,33.3,2.4,-0.1
2102,Brandon,Rush,481,6.8,2.9,1.0,42.6,40.2,70.6,51.8,9.9,11.2
2103,Kareem,Rush,346,6.4,1.7,1.0,40.0,35.8,70.3,46.6,9.2,1.7
2104,Bryon,Russell,841,7.9,3.5,1.3,43.1,36.9,75.0,49.6,12.6,47.4
2105,Walker,Russell,155,3.0,1.2,2.3,39.3,15.8,80.0,39.9,7.5,-0.7
2106,Walker,Russell,155,3.0,1.2,2.3,39.3,15.8,80.0,39.9,7.5,-0.7
2107,Arvydas,Sabonis,470,12.0,7.3,2.1,50.0,32.8,78.6,51.7,21.2,47.3
2108,Robert,Sacre,189,4.2,3.1,0.7,43.6,0.0,67.1,43.6,10.8,2.4
2109,John,Salley,748,7.0,4.5,1.2,50.6,21.4,71.4,50.6,12.8,41.5
2110,John,Salmons,895,9.3,2.9,2.4,43.1,36.6,79.9,48.3,12.1,33.9
2111,Kevin,Salvadori,39,1.1,1.2,0.3,28.3,-,66.7,28.3,6.1,-0.2
2112,Soumaila,Samake,47,1.4,1.6,0.1,38.9,-,46.2,38.9,10.0,0.3
2113,Cheikh,Samb,22,1.0,1.4,0.0,25.0,0.0,44.4,25.0,7.1,-0.1
2114,Brandon,Sampson,14,5.1,1.1,0.7,46.7,37.9,66.7,55.8,8.5,0.0
2115,JaKarr,Sampson,72,2.0,3.4,0.4,49.1,0.0,53.7,49.1,13.0,1.4
2116,Jamal,Sampson,72,2.0,3.4,0.4,49.1,0.0,53.7,49.1,13.0,1.4
2117,Ralph,Sampson,456,15.4,8.8,2.3,48.6,17.2,66.1,48.7,16.0,20.1
2118,Samardo,Samuels,109,5.9,3.4,0.4,44.5,0.0,65.3,44.5,10.8,0.6
2119,Pepe,Sanchez,38,0.5,0.6,1.3,27.3,0.0,100.0,27.3,12.3,0.4
2120,Frankie,Sanders,69,5.1,1.9,1.0,43.0,-,82.2,43.0,13.6,0.5
2121,Jeff,Sanders,55,2.0,1.9,0.5,39.5,-,60.9,39.5,7.1,-0.1
2122,Larry,Sanders,238,6.4,5.7,0.7,48.0,0.0,55.3,48.0,15.4,10.3
2123,Melvin,Sanders,16,2.6,1.4,0.2,48.5,66.7,70.0,51.5,10.5,0.2
2124,Mike,Sanders,648,8.0,3.0,1.4,48.2,22.1,76.9,48.4,11.9,17.9
2125,Daniel,Santiago,122,3.4,2.1,0.3,46.9,-,68.5,46.9,9.3,1.9
2126,Wayne,Sappleton,33,2.9,2.3,0.2,47.1,-,41.2,47.1,7.7,0.1
2127,Jason,Sasser,14,2.1,1.1,0.3,41.2,33.3,50.0,42.6,7.6,0.0
2128,Jeryl,Sasser,82,2.5,2.3,0.8,30.3,29.5,68.7,33.3,8.3,0.7
2129,Kenny,Satterfield,75,4.3,1.3,2.3,33.5,21.8,74.6,35.1,8.3,-1.1
2130,Predrag,Savovic,27,3.1,0.9,0.8,31.2,15.4,72.4,33.3,6.0,-0.2
2131,Brian,Scalabrine,520,3.1,2.0,0.8,39.0,34.4,78.3,45.0,7.7,7.6
2132,Alex,Scales,1,0.0,0.0,0.0,-,-,-,-,-,0.0
2133,Dewayne,Scales,49,4.6,2.9,0.2,41.7,16.7,62.8,41.9,10.9,0.2
2134,Dan,Schayes,1138,7.7,5.0,1.1,48.1,13.3,80.6,48.1,13.4,48.8
2135,Steve,Scheffler,174,1.9,1.0,0.1,55.8,20.0,75.9,56.0,13.5,2.9
2136,Tom,Scheffler,39,1.3,1.9,0.3,41.2,-,50.0,41.2,6.9,0.2
2137,Luke,Schenscher,31,1.8,1.7,0.3,46.9,-,45.0,46.9,6.9,0.3
2138,Dwayne,Schintzius,217,2.7,2.5,0.4,40.4,12.5,63.8,40.5,9.4,1.0
2139,Russ,Schoene,290,5.1,2.5,0.6,43.5,33.5,75.1,45.7,11.1,4.5
2140,Detlef,Schrempf,1136,13.9,6.2,3.4,49.1,38.4,80.3,51.3,17.2,109.5
2141,John,Schweitz,22,2.6,1.0,0.8,33.3,0.0,70.0,33.3,4.2,-0.5
2142,Luis,Scola,743,12.0,6.7,1.6,49.3,33.9,74.0,49.9,16.3,45.7
2143,Alvin,Scott,627,4.9,3.2,1.4,48.1,20.0,73.3,48.2,11.3,23.0
2144,Brent,Scott,16,1.2,0.6,0.2,47.1,-,50.0,47.1,7.0,0.0
2145,Byron,Scott,1073,14.1,2.8,2.5,48.2,37.0,83.3,51.4,15.5,75.2
2146,Charlie,Scott,717,20.7,4.0,4.9,44.8,25.3,77.3,44.9,15.8,41.4
2147,Dennis,Scott,629,12.9,2.8,2.1,41.7,39.7,79.3,50.2,13.4,33.4
2148,James,Scott,8,0.1,0.8,0.4,0.0,0.0,50.0,0.0,-4.1,-0.1
2149,Ray,Scott,811,14.3,9.8,2.2,40.9,60.0,72.7,40.9,15.9,34.7
2150,Shawnelle,Scott,105,1.8,2.2,0.2,46.4,-,46.5,46.4,13.1,1.3
2151,Carey,Scurry,180,4.7,2.9,1.1,48.0,25.0,66.6,48.6,14.1,5.3
2152,Bruce,Seals,348,8.9,4.2,1.0,42.3,20.4,67.2,42.6,11.5,7.8
2153,Shea,Seals,4,1.0,1.0,0.0,12.5,0.0,50.0,12.5,4.9,-0.1
2154,Malik,Sealy,493,10.1,3.2,1.7,42.6,29.2,80.9,44.4,13.6,17.1
2155,Rony,Seikaly,678,14.7,9.5,1.3,48.4,18.8,67.9,48.4,15.7,37.3
2156,Josh,Selby,38,2.2,0.5,0.9,33.0,14.3,72.0,34.6,2.7,-0.7
2157,Wayne,Selden,124,7.3,2.0,1.5,41.6,34.3,72.3,48.5,9.2,0.1
2158,Brad,Sellers,398,6.3,2.7,1.1,45.2,20.0,79.3,45.4,11.1,9.8
2159,Kevin,Seraphin,423,5.9,3.5,0.6,48.9,0.0,71.5,48.9,12.1,5.9
