fname,lname,school,debut_x,wt_x,ht(inches),b_city_x,b_state_x,g,pts,trb,ast,fgp,fg3p,ftp,efgp,per,ws
JamesOn,Curry,Oklahoma State,2010,190,75,Pleasant Grove,North Carolina,1,0,0,0,-,-,-,-,-,0
James,Anderson,Oklahoma State,2010,213,78,El Dorado,Arkansas,247,5.8,2.3,1.2,41.1,32.1,75.5,48.8,9.9,3.3
Terrel,Harris,Oklahoma State,2011,190,77,Dallas,Texas,42,2.3,1.8,0.8,30,17,67.7,33.6,3.5,-0.6
Jacob,Evans,Oklahoma State,2017,185,,Greenville,South Carolina,56,4.2,1.7,2,34.5,26.3,77.6,37.3,6.7,-0.4
Garfield,Heard,Oklahoma,1970,219,78,Hogansville,Georgia,787,8.7,7.5,1.6,41.4,0,65.4,41.4,13.1,27
Clifford,Ray,Oklahoma,1971,230,81,Union,South Carolina,784,7.4,8.9,2.2,52.4,0,58.8,52.4,14.4,56.7
Alvan,Adams,Oklahoma,1975,210,81,Lawrence,Kansas,988,14.1,7,4.1,49.8,13.3,78.8,49.8,18.3,73.5
John,McCullough,Oklahoma,1981,190,76,Lima,Ohio,8,2.6,0.5,0.4,69.2,-,60,69.2,30.7,0.1
Wayman,Tisdale,Oklahoma,1985,240,81,Tulsa,Oklahoma,840,15.3,6.1,1.3,50.5,0,76,50.5,15.7,45.7
Harvey,Grant,Oklahoma,1988,195,80,Augusta,Georgia,783,9.9,4.4,1.6,46.9,26.7,70.9,47.3,12.7,36.4
Mookie,Blaylock,Oklahoma,1989,180,,Garland,Texas,889,13.5,4.1,6.7,40.9,33.6,73.6,46.5,16.8,71.8
Anthony,Bowie,Oklahoma,1989,190,78,Tulsa,Oklahoma,461,6.4,2.2,1.8,47.5,31.8,82.4,48.7,11.7,12.3
Stacey,King,Oklahoma,1989,230,83,Lawton,Oklahoma,438,6.4,3.3,0.9,47.8,23.5,70.7,47.9,11.9,10.9
Brent,Price,Oklahoma,1992,165,73,Shawnee,Oklahoma,418,5.9,1.6,3,42.6,38.7,82.4,52.1,13.3,12
Ricky,Grace,Oklahoma,1993,180,73,Dallas,Texas,3,1.3,0.3,0.3,66.7,-,0,66.7,10.8,0
Skeeter,Henry,Oklahoma,1994,190,79,Dallas,Texas,4,1,0.5,1,20,0,50,20,5.6,0
Jeff,Webster,Oklahoma,1995,232,80,Pe Bluff,Arkansas,11,1.6,0.6,0.3,34.8,33.3,-,39.1,7,0
Eduardo,Najera,Oklahoma,2000,240,80,Meoqui,Mexico,619,4.9,3.7,0.8,48.1,31.1,67.1,50.3,12,24.7
Taylor,Griffin,Oklahoma,2009,238,79,Oklahoma City,Oklahoma,8,1.3,0.3,0.1,40,0,50,40,5.2,0
Willie,Warren,Oklahoma,2010,203,76,Dallas,Texas,19,1.9,0.6,1.4,37.1,33.3,75,44.3,10.8,0.2
Dave,Twardzik,Old Dominion,1972,175,73,Hershey,Pennsylvania,536,9.3,2.4,3.4,52.7,24.5,82.1,52.9,13.8,33.4
Ron,Valentine,Old Dominion,1980,210,79,Norfolk,Virginia,24,3.5,1.3,0.3,37.8,50,47.4,38.3,10.3,-0.3
Mario,West,Old Dominion,1983,230,82,Petersburg,Virginia,1090,5.7,4.9,0.4,58,0,56.8,58,12,41.9
Kenny,Gattison,Old Dominion,1986,225,80,Wilmgton,North Carolina,494,7.9,4.7,0.9,52,8.3,64.9,52,13,16.9
Mark,Davis,Old Dominion,1988,195,78,Chesapeake,Virginia,33,3.8,1.1,0.4,48,10,82.4,48.5,15,0.7
Chris,Gatling,Old Dominion,1991,220,82,Elizabeth,New Jersey,700,10.3,5.3,0.7,51.3,24.9,66,51.7,17.6,32.1
Cal,Bowdler,Old Dominion,1999,245,82,Sharps,Virginia,142,3,1.9,0.2,40.4,18.2,76.8,40.7,11.3,1.8
Johnny,Neumann,Ole Miss,1971,200,78,Memphis,Tennessee,455,13.2,2.7,3,43.3,26.9,76.4,44.6,14,9.3
John,Stroud,Ole Miss,1980,215,79,New Albany,Mississippi,9,2.8,1.4,1,32.4,-,75,32.4,6.4,-0.1
Elston,Turner,Ole Miss,1981,190,77,Knoxville,Tennessee,505,4.7,2.7,1.8,43.2,15.2,71.4,43.3,9.6,8.5
Carlos,Clark,Ole Miss,1983,210,76,Somerville,Tennessee,93,2.4,0.9,0.7,40.7,0,80.3,40.7,9.5,0.6
Gerald,Glass,Ole Miss,1990,221,77,Greenwood,Mississippi,201,7.7,2.5,1.5,43.3,23.6,64.3,44.2,13.3,1.8
Patrick,Eddie,Ole Miss,1991,240,83,Milwaukee,Wisconsin,4,1,0.3,0,22.2,-,-,22.2,-8.8,-0.1
Ansu,Sesay,Ole Miss,2002,225,81,Greensboro,North Carolina,127,3.2,1.8,0.5,43.4,27.6,64,44.5,11.1,1.4
Justin,Reed,Ole Miss,2004,240,80,Jackson,Mississippi,136,3.5,1.4,0.5,40.4,0,75.2,40.4,8,0.5
David,Vaughn,Oral Roberts,1974,220,83,Nashville,Tennessee,93,10.7,9.8,1.5,42.1,0,54.9,42.1,13.6,1.6
Andre,Roberson,Oral Roberts,1977,185,77,Chattanooga,Tennessee,213,7.8,3.9,1.2,41.2,0,69.9,41.2,10.7,3.3
Alvin,Scott,Oral Roberts,1977,185,79,Cleveland,Tennessee,627,4.9,3.2,1.4,48.1,20,73.3,48.2,11.3,23
Calvin,Garrett,Oral Roberts,1980,190,79,Parsons,Tennessee,166,5.2,2.6,1.5,45.7,30,76.7,46.1,8.9,2.6
Mark,Acres,Oral Roberts,1987,220,83,Inglewood,California,375,3.6,4.1,0.5,50.6,53.8,66.5,50.9,9,9.3
Haywoode,Workman,Oral Roberts,1990,180,74,Charlotte,North Carolina,359,5.5,2.3,3.9,41.9,32.3,76.4,45.2,12,10.7
Greg,Sutton,Oral Roberts,1991,170,74,Santa Cruz,California,168,4.5,0.9,1.7,39.6,36.1,74.3,48,9.7,1
Larry,Owens,Oral Roberts,2011,210,79,Mesa,Arizona,19,2.8,1.5,0.6,44.2,44.4,53.8,53.5,9.4,0.3
Lonnie,Shelton,Oregon State,1976,240,80,Bakersfield,California,673,12,6.1,2.2,49.2,9.7,73.8,49.2,14.2,37.5
Ray,Blume,Oregon State,1981,185,76,Valdosta,Georgia,49,4.6,0.8,1.4,45.9,22.2,64.3,46.8,9.7,-0.1
Mark,Radford,Oregon State,1981,190,76,Tacoma,Washington,97,3.6,0.8,1.7,50.7,28.6,45.8,51.8,11.3,0.4
Lester,Conner,Oregon State,1982,180,76,Memphis,Tennessee,687,6.3,2.7,3.9,45.3,20.2,75.3,45.6,14.1,28.6
Charlie,Sitton,Oregon State,1984,210,80,McMnville,Oregon,43,2.1,1.4,0.6,41.5,0,52,41.5,8,0.1
Jose,Ortiz,Oregon State,1988,225,82,Albonito,Puerto Rico,64,2.9,1.1,0.3,44.3,33.3,59.6,44.6,9.4,0
Gary,Payton,Oregon State,1990,180,76,Oakland,California,1335,16.3,3.9,6.7,46.6,31.7,72.9,49.6,18.9,145.5
Scott,Haskin,Oregon State,1993,250,83,Riverside,California,27,2,2,0.2,46.7,-,68.4,46.7,11.3,0.3
Brent,Barry,Oregon State,1995,185,78,Hempstead,New York,912,9.3,3,3.2,46,40.5,82.3,57,15.7,70.5
Corey,Benjamin,Oregon State,1999,200,78,Compton,California,153,5.5,1.7,0.9,39,28.9,65.2,42.5,8.9,-0.9
Jared,Cunningham,Oregon State,2012,195,76,Oakland,California,84,2.3,0.7,0.5,34.7,30.6,67.4,40.2,6.8,0.2
Eric,Moreland,Oregon State,2014,238,82,Houston,Texas,83,1.9,3.7,1,53.7,100,39.4,54,13.3,2.3
Omari,Johnson,Oregon State,2018,220,81,Kgston,Jamaica,4,5.5,2.8,1.8,42.9,33.3,-,52.4,10.5,0.1
Steve,Jones,Oregon,1967,205,77,Alexandria,Louisiana,704,15.2,3.5,2.2,44.4,33.8,82.2,45.4,13.8,36.9
Nick,Jones,Oregon,1968,190,74,</span,],198,5.2,1.1,1.3,41,0,76.2,41,10.2,1.9
Stan,Love,Oregon,1975,215,81,Los Angeles,California,239,6.6,3.9,0.8,44,-,75.1,44,13.2,5.6
Rock,Lee,Oregon,1976,193,76,Boston,Massachusetts,448,7.3,2.7,3.8,41.6,32.1,70.5,42.3,12.4,10.7
Greg,Ballard,Oregon,1977,215,79,Los Angeles,California,802,12.4,6.1,2.2,47.2,33.8,78.7,47.7,15.7,54
John,Greig,Oregon,1983,215,79,Sacramento,California,9,2.1,0.7,0,53.8,-,83.3,53.8,19.9,0.1
Blair,Rasmussen,Oregon,1985,250,,Auburn,Washington,532,9.6,5.7,0.9,47.2,25.7,76.7,47.3,13.3,19
Anthony,Taylor,Oregon,1988,175,76,Los Angeles,California,21,6.9,1.6,2,39.7,0,75,39.7,11.1,0.2
Terrell,Brandon,Oregon,1991,180,71,Portland,Oregon,724,13.8,3,6.1,44.8,35.5,87.3,47.1,19.7,65.9
Fred,Jones,Oregon,2002,210,76,Malvern,Arkansas,430,7.5,2.2,2.3,41.1,35.3,80.9,47.6,11.3,16.5
Luke,Ridnour,Oregon,2003,175,74,Coeur d'Alene,Idaho,830,9.3,2.3,4.5,43.1,34.9,86.2,47.4,13.9,36
Alex,Scales,Oregon,2005,185,76,Race,Wisconsin,1,0,0,0,-,-,-,-,-,0
Aaron,Brooks,Oregon,2007,161,,Seattle,Washington,645,9.7,1.7,3,41.3,37,83.7,48.8,13.3,19.2
Malik,Hairston,Oregon,2009,220,78,Detroit,Michigan,62,2.4,1.2,0.5,51.2,16.7,51.4,52,11.7,0.8
Joe,Young,Oregon,2015,180,74,Houston,Texas,127,3.4,1,0.9,39.3,29.6,76.8,44,10.2,0.4
Tyler,Dorsey,Oregon,2017,183,77,Pasadena,California,104,6.7,2.3,1.3,38.9,35,66.9,47.8,10.5,1
Frank,Brickowski,Penn State,1984,240,81,Bayville,New York,731,10,4.7,1.9,51.9,32.4,74,52.4,14.2,29.8
Tom,Hovasse,Penn State,1994,205,80,Durango,Colorado,2,0,0,0,0,0,-,0,0.2,0
John,Amaechi,Penn State,1995,270,82,Boston,Massachusetts,294,6.2,2.6,0.8,40.3,7.7,67.1,40.3,8.9,0.5
Calvin,Booth,Penn State,2000,230,83,Reynoldsburg,Ohio,366,3.3,2.8,0.4,45.1,22.2,74.8,45.2,12.4,8
Joe,Crispin,Penn State,2001,185,,Pitman,New Jersey,21,3.8,0.5,1.2,38.2,38.5,92.3,49.3,17.1,0.4
Corky,Calhoun,Penn,1972,210,79,Waukegan,Illinois,542,5.3,3.6,1.1,46,-,78.2,46,9.3,14.4
Tony,Price,Penn,1980,190,78,Bronx,New York,5,0.8,0,0.6,28.6,-,-,28.6,2.4,-0.1
Jerome,Allen,Penn,1995,184,76,Philadelphia,Pennsylvania,117,2.9,1.1,1.7,35,31.7,63,41.1,8.5,0.2
Matt,Maloney,Penn,1996,192,75,Silver Sprg,Maryland,295,7.4,1.7,2.9,40.8,37.2,79.7,51.2,10.6,9.5
Ira,Bowman,Penn,2000,195,77,Newark,New Jersey,17,0.9,0.3,0.5,63.6,0,50,63.6,13.4,0.2
Bob,Sims,Pepperdine,1968,220,77,</span,],67,7.7,2.7,2.3,39.2,-,57.2,39.2,9,0.4
Bob,Warlick,Pepperdine,1969,200,77,Hickory,North Carolina,186,7.9,3,2.1,40.1,0,60.3,40.1,11.9,0.8
DeMarco,Johnson,Pepperdine,1976,185,76,San Pedro,California,1100,14.1,3.9,5,44.5,17.2,79.7,44.8,14.6,82.6
Todd,Fuller,Pepperdine,1980,180,76,Detroit,Michigan,15,4,2.8,1.9,36.4,0,75,36.4,6.9,-0.1
Dane,Suttle,Pepperdine,1983,190,75,Los Angeles,California,46,5.9,1.1,1,50.7,0,85.7,50.7,15.3,1
Dwayne,Polee,Pepperdine,1986,180,77,Los Angeles,California,1,2,0,0,25,0,-,25,-11.4,0
Grant,Gondrezick,Pepperdine,1986,205,77,Boulder,Colorado,91,5,1.6,1.3,43.8,25,68.7,44.7,11.1,0.8
Eric,White,Pepperdine,1988,200,80,San Francisco,California,55,6.1,2.4,0.5,52.5,100,79.8,52.7,12.5,1.3
Anthony,Frederick,Pepperdine,1988,205,79,Los Angeles,California,147,4.9,1.9,0.9,43.9,27.3,69.9,44.3,12.3,0.7
Doug,Christie,Pepperdine,1993,200,78,Seattle,Washington,827,11.2,4.1,3.6,42.6,35.4,82.1,47.9,14.6,55.7
Brandon,Armstrong,Pepperdine,2001,188,77,San Francisco,California,108,2.2,0.6,0.2,35.2,33.3,60,39.5,4.9,-0.6
Alex,Acker,Pepperdine,2006,185,77,Compton,California,30,2.7,1,0.5,37,32,50,41.3,8.5,-0.2
Yakhouba,Diawara,Pepperdine,2006,225,79,Paris,France,187,3.5,1.4,0.7,35.7,30.1,65,45,6.1,1.7
Antonio,Harvey,Pfeiffer University,1993,225,83,Pascagoula,Mississippi,187,3,2.3,0.3,40.7,33.3,51.1,40.8,9.7,0.3
John,Turner,Phillips University,1991,245,80,Washgton,District of Columbia,42,2.8,1.9,0.3,43.9,-,52.5,43.9,7.8,-0.1
Billy,Knight,Pitt,1974,195,78,Braddock,Pennsylvania,821,16.9,5.3,2.3,50.7,28.4,82.7,50.9,18.2,63.9
Mel,Bennett,Pitt,1975,200,79,Pittsburgh,Pennsylvania,204,6.9,4.7,1,38.2,0,60.9,38.2,10.8,0.9
Jerome,Lane,Pitt,1988,230,78,Akron,Ohio,218,5.3,5.8,1.5,44.1,6.3,37.9,44.2,12.6,2.3
Chris,Smith,Pitt,1988,230,82,Bridgeport,Connecticut,,,,,,,,,,
Charles,Smith,Pitt,1988,230,82,Bridgeport,Connecticut,564,14.4,5.8,1.4,47.5,19.4,77.4,47.7,15.7,40.9
Darren,Morningstar,Pitt,1993,235,82,Stevenson,Washington,23,4.2,3.5,0.7,47.6,-,60,47.6,8.9,0.4
Eric,Mobley,Pitt,1994,235,83,Bronx,New York,113,3.9,3.1,0.5,54.1,75,47.5,54.5,10.6,1.1
Thomas,Hamilton,Pitt,1996,330,86,Chicago,Illinois,33,3.2,3.4,0.5,40,-,46.3,40,9.9,-0.3
Vonteego,Cummings,Pitt,1999,185,75,Thomson,Georgia,199,6.9,1.9,2.7,38.3,32.1,72.6,42.3,11.8,2.2
Mark,Blount,Pitt,2000,230,,Dobbs Ferry,New York,605,8.2,4.6,0.8,50.4,35.9,72.3,50.8,12.5,18.8
Chris,Taft,Pitt,2005,260,82,Brooklyn,New York,17,2.8,2.1,0.1,60.5,-,16.7,60.5,15.6,0.5
Aaron,Gray,Pitt,2007,270,,Tarzana,California,318,3.4,3.7,0.7,50.9,0,56.2,50.9,11.5,6.2
Sam,Young,Pitt,2009,220,78,Washgton,District of Columbia,249,5.8,2.3,0.7,44.2,28,74.2,46.2,11.5,5.2
DeJuan,Blair,Pitt,2009,270,79,Pittsburgh,Pennsylvania,424,6.8,5.1,0.8,52.4,0,60.8,52.4,16.5,19
Lamar,Patterson,Pitt,2015,225,77,Lancaster,Pennsylvania,40,2.3,1.4,1.1,32.6,23.6,72,39.5,4.4,0.1
Jamel,Artis,Pitt,2017,213,79,Baltimore,Maryland,15,5.1,2.5,1.2,39.2,27.6,58.3,44.3,6.9,0
Frank,Williams,Portland State,1978,190,76,Los Angeles,California,323,14.7,1.6,1.6,46.7,33.1,82.4,48.2,17.9,10
Ime,Udoka,Portland State,2004,215,78,Portland,Oregon,316,5.2,2.9,1,41.7,35.6,70.5,49.2,10.8,8.8
Zelmo,Beaty,Prairie View A&amp;M University,1970,225,81,Hillister,Texas,889,17.1,10.9,1.5,49.4,15.4,77.1,49.4,18.7,106
Brian,Taylor,Princeton,1972,185,74,Perth Amboy,New Jersey,601,13.1,2.7,4.1,49.3,35.6,78,51,14.8,46.8
Armond,Hill,Princeton,1976,190,76,Brooklyn,New York,468,6.9,2,4.7,40.8,7.7,82.9,40.8,10.2,11.3
Steve,Goodrich,Princeton,2001,220,82,Philadelphia,Pennsylvania,21,1.1,1.2,0.5,32.1,33.3,55.6,33.9,2.7,-0.2
Kevin,Stacom,Providence,1974,185,75,New York,New York,347,5.1,1.5,1.5,41.7,50,76.8,41.7,10.6,3.1
Marvin,Barnes,Providence,1974,210,80,Providence,Rhode Island,315,16,9.1,2.1,48.1,21.4,69.1,48.1,18.1,20.6
Joey,Hassett,Providence,1977,180,77,Providence,Rhode Island,292,5.9,1.1,1.3,42.1,33.6,86.1,47.8,12.9,6.4
Otis,Thorpe,Providence,1984,225,81,Boynton Beach,Florida,1257,14,8.2,2.2,54.6,4.7,68.7,54.6,16,106.4
Billy,Donovan,Providence,1987,171,71,Rockville Centre,New York,44,2.4,0.6,2,40.4,0,81,40.4,8.7,-0.1
Eric,Murdock,Providence,1991,190,73,Somerville,New Jersey,508,10.1,2.5,4.9,43.8,34.3,78.6,47.3,17.4,25.6
Marty,Conlon,Providence,1991,224,82,Bronx,New York,379,6.5,3.5,1,49.8,20,73.5,50.2,13.2,8.9
Dickey,Simpkins,Providence,1994,248,81,Fort Washgton,Maryland,327,4.2,3.6,0.9,44,22.2,61.8,44.1,9.5,4.7
Eric,Williams,Providence,1995,220,80,Newark,New Jersey,658,8.6,3.3,1.4,41.5,31.8,73.6,44,11.7,23.2
Marques,Bragg,Providence,1995,230,80,East Orange,New Jersey,53,2.5,1.5,0.2,45,-,56.1,45,9.8,0.1
God,Shammgod,Providence,1997,169,,New York,New York,20,3.1,0.4,1.8,32.8,0,76.7,32.8,9.2,-0.1
Austin,Croshere,Providence,1997,235,81,Los Angeles,California,659,6.8,4,1,40.7,34,86.1,46.6,14.3,27.6
Jamel,Thomas,Providence,1999,215,78,Brooklyn,New York,12,2.5,1.2,0.5,37.8,16.7,100,39.2,4.6,-0.3
Ruben,Garces,Providence,2000,245,81,Colon,Panama,13,1.2,2.2,0.4,31.8,-,25,31.8,9.7,0
Ryan,Gomes,Providence,2005,250,79,Waterbury,Connecticut,487,10.1,4.6,1.5,44.5,34.9,79.9,48.4,12.5,19.4
MarShon,Brooks,Providence,2011,200,77,Long Branch,New Jersey,200,8,2.1,1.4,44.7,34.5,75.1,48.7,13.9,3.3
Bryce,Cotton,Providence,2015,165,73,Tucson,Arizona,23,3.8,0.8,0.8,41.8,30.4,83.3,46.2,12,0.1
Ben,Bentil,Providence,2017,235,81,"<a href=""/friv/birthplaces.fcgi?country=GH&amp;state=""",Ghana,3,0,0.7,0,0,0,-,0,-17.6,-0.1
Jerry,Sichting,Purdue,1980,168,73,Martsville,Indiana,598,6.9,1.4,3.3,50.7,27.1,85.7,51.3,11.7,21.2
Walter,Jordan,Purdue,1980,198,79,Perry,Alabama,30,2.3,1.4,0.4,38.7,-,58.8,38.7,8.5,-0.1
Joe Barry,Carroll,Purdue,1980,225,,Pe Bluff,Arkansas,705,17.7,7.7,1.8,47.4,0,74.7,47.4,16.4,35.6
Keith,Edmonson,Purdue,1982,195,77,Gulfport,Mississippi,87,6,1.5,0.6,44.8,0,71.9,44.8,12.6,0.4
Russell,Cross,Purdue,1983,215,82,Chicago,Illinois,45,3.7,1.8,0.5,57.1,-,41.8,57.1,15.3,0.8
Tom,Scheffler,Purdue,1984,240,83,St. Joseph,Michigan,39,1.3,1.9,0.3,41.2,-,50,41.2,6.9,0.2
Everette,Stephens,Purdue,1988,175,74,Evanston,Illinois,38,1.9,0.6,1,33.3,20,79.2,34.7,7.4,-0.4
Todd,Mitchell,Purdue,1989,205,79,Toledo,Ohio,24,5.1,2.1,0.9,44.3,-,57.8,44.3,7.5,-0.1
Mel,McCants,Purdue,1989,240,80,Chicago,Illinois,13,1.7,0.5,0.2,30.8,-,75,30.8,5.1,0
Jim,Rowinski,Purdue,1989,250,80,Long Island,New York,23,2.5,1.5,0.2,41.7,-,84.4,41.7,13.8,0.3
Steve,Scheffler,Purdue,1990,250,81,Grand Rapids,Michigan,174,1.9,1,0.1,55.8,20,75.9,56,13.5,2.9
Doug,Lee,Purdue,1991,200,77,Washgton,Illinois,73,2.3,0.6,0.4,41.2,31,70,47.3,11,0.7
Jimmy,Oliver,Purdue,1991,205,77,Menifee,Arkansas,78,4.2,1,0.7,40.7,34,77.2,43.2,9.9,0.3
Glenn,Robinson III,Purdue,1994,225,79,Gary,Indiana,688,20.7,6.1,2.7,45.9,34,82,48.5,17.5,39.8
Cuonzo,Martin,Purdue,1996,213,77,St. Louis,Missouri,7,1.3,0.4,0.4,25,60,0,37.5,4.2,-0.1
Brad,Miller,Purdue,1999,244,83,Fort Wayne,Indiana,868,11.2,7.1,2.8,48,33,80.4,49.4,17.5,76.5
Brian,Cardinal,Purdue,2000,245,80,Tolono,Illinois,456,4.6,2.3,1,40.8,37.2,86.1,48.2,12.7,15.4
Carl,Landry,Purdue,2007,248,81,Milwaukee,Wisconsin,513,10.8,4.9,0.7,53.5,30,78.5,53.6,17.5,35.9
Robbie,Hummel,Purdue,2013,215,80,Valparaiso,Indiana,98,3.9,2.7,0.5,41.8,34.3,86.7,48.7,9.6,1.9
AJ,Hammons,Purdue,2016,260,,Gary,Indiana,22,2.2,1.6,0.2,40.5,50,45,46.4,8.4,0
Vincent,Edwards,Purdue,2018,225,80,Middletown,Ohio,2,1.5,1,0,25,25,-,37.5,3.8,0
Sly,Williams,Rhode Island,1979,210,79,New Haven,Connecticut,305,10.9,4.2,2,47.8,16.2,69.2,48,16,13.4
Tom,Garrick,Rhode Island,1988,185,74,West Warwick,Rhode Island,251,5.4,2,3.4,46.9,8.3,77.5,47.1,11.6,5.9
Tyson,Wheeler,Rhode Island,1999,165,70,New Brita,Connecticut,1,4,0,2,100,100,50,150,76.1,0.1
Cuttino,Mobley,Rhode Island,1999,190,76,Philadelphia,Pennsylvania,747,16,3.9,2.7,43.3,37.8,83.5,48.7,14.4,52.2
Lamar,Odom,Rhode Island,1999,220,82,Jamaica,New York,961,13.3,8.4,3.7,46.3,31.2,69.3,49.5,16.5,77
Jared,Terrell,Rhode Island,2018,227,75,Weymouth,Massachusetts,14,2.2,0.4,0.9,30.8,23.5,50,35.9,0.7,-0.3
Ricky,Pierce,Rice University,1982,205,76,Dallas,Texas,969,14.9,2.4,1.9,49.3,32.2,87.5,50.7,17.7,72.2
Ken,Austin,Rice University,1983,205,81,Los Angeles,California,7,1.7,0.4,0.1,46.2,-,-,46.2,5.6,0
Brent,Scott,Rice University,1996,250,82,Jackson,Michigan,16,1.2,0.6,0.2,47.1,-,50,47.1,7,0
Mike,Wilks,Rice University,2002,185,70,Milwaukee,Wisconsin,233,2.5,1,1.2,40.2,32.1,74.1,43.3,10,2.5
Morris,Almond,Rice University,2007,225,78,Dalton,Georgia,38,3.1,1.2,0.3,38.1,29.2,74.3,41.2,7,0
Mike,Harris,Rice University,2008,240,78,Hillsboro,Texas,54,3.4,2.1,0.2,46.4,0,78.2,46.4,14.4,1
John,Schweitz,Richmond,1984,210,78,Waterloo,New York,22,2.6,1,0.8,33.3,0,70,33.3,4.2,-0.5
Johnny,Newman,Richmond,1986,190,79,Danville,Virginia,1159,11,2.2,1.5,46.1,33.6,81,49.2,12.9,50.3
Justin,Harper,Richmond,2011,225,82,Richmond,Virginia,22,2,0.8,0.2,34,27.6,33.3,41.5,3.6,-0.3
Othyus,Jeffers,Robert Morris University (IL),2010,200,77,Chicago,Illinois,37,3.8,2.6,0.6,46,16.7,66.7,46.5,12.7,0.8
Bob,Greacen,Rutgers University,1971,206,79,</span,],47,2.4,1.4,0.9,37.4,-,60,37.4,7.9,-0.1
Eddie,Jordan,Rutgers University,1977,170,73,Washgton,District of Columbia,420,8.1,1.9,3.8,41.4,22.4,76.3,41.8,13.1,8.8
Hollis,Copeland,Rutgers University,1979,180,78,Trenton,New Jersey,93,5,1.7,1,48.8,0,73.9,48.8,10.7,1.3
James,Bailey,Rutgers University,1979,220,81,Dubl,Georgia,595,8.8,5,0.8,48.4,7.7,70.3,48.4,13,16.3
Roy,Hinson,Rutgers University,1983,210,81,Trenton,New Jersey,507,14.2,6.8,1,49.9,0,74.1,49.9,14.7,30.2
John,Battle,Rutgers University,1985,175,74,Washgton,District of Columbia,612,8.7,1.3,2.1,46.4,27.3,79.3,47.1,13.7,17.9
Quincy,Douby,Rutgers University,2006,175,75,Brooklyn,New York,143,4.1,1.1,0.7,38.9,31.2,88.4,44.8,9.7,0
Hamady,Ndiaye,Rutgers University,2010,235,,Dakar,Senegal,33,0.6,0.8,0.1,46.7,-,46.2,46.7,3.9,0
Ken,Bannister,Saint Augustine's College,1984,235,81,Baltimore,Maryland,253,5.9,3.5,0.4,48.8,0,49.2,48.8,8.9,0.6
Kevin,Porter,Saint Francis University,1972,170,,Chicago,Illinois,659,11.6,1.8,8.1,48.3,18.8,73.7,48.3,15.6,36
Mike,Iuzzolino,Saint Francis University,1991,175,70,Altoona,Pennsylvania,122,9,2,4.3,45.7,40.4,79.8,52.5,12.9,3.7
Cliff,Anderson,Saint Joseph's,1969,200,74,</span,],84,3,1.3,0.9,35.4,-,58.5,35.4,10.6,0.3
Mike,Bantom,Saint Joseph's,1973,200,81,Philadelphia,Pennsylvania,706,12.1,6.4,2.3,46.8,20,69.2,46.8,14.3,34.8
Norman,Black,Saint Joseph's,1980,185,77,Baltimore,Maryland,3,2.7,0.7,0.7,30,-,25,30,1.9,-0.1
Bryan,Warrick,Saint Joseph's,1982,195,77,Moses Lake,Washington,169,4,1.3,2.6,44.3,20.8,74.7,44.7,9,1.6
Delonte,West,Saint Joseph's,2004,180,76,Washgton,District of Columbia,432,9.7,2.9,3.6,44.8,37.2,82.6,50.1,13.9,24.5
Jameer,Nelson,Saint Joseph's,2004,190,,Chester,Pennsylvania,878,11.3,3,5.1,43.6,36.8,81,50.2,14.4,48.3
Barry,Orms,Saint Louis,1969,190,75,St. Louis,Missouri,141,6.3,3.6,1.3,37,19.2,53.9,37.2,6.4,-0.8
Rich,Niemann,Saint Louis,1969,245,,St. Louis,Missouri,187,6.6,5.8,0.8,47.6,-,73.5,47.6,14.9,7.3
David,Burns,Saint Louis,1981,180,74,Dallas,Texas,9,2.6,0.6,1.7,43.8,-,60,43.8,3.6,-0.1
Anthony,Bonner,Saint Louis,1990,215,80,St. Louis,Missouri,318,6.9,5.4,1.4,46.8,12.5,59,46.9,11.5,10.8
Larry,Hughes,Saint Louis,1999,184,77,St. Louis,Missouri,727,14.1,4.2,3.1,40.6,30.9,75.7,43.5,14.9,32.3
Peter,Thibeaux,Saint Mary's,1984,210,79,Los Angeles,California,93,5,1.5,0.5,45.3,28.6,62.6,45.6,10.5,0.1
David,Cooke,Saint Mary's,1985,230,80,Sacramento,California,6,1.5,1.7,0.2,18.2,-,50,18.2,6.7,0
Rich,Rinaldi,Saint Peter's College,1973,195,75,Poughkeepsie,New York,84,4.8,1.2,0.9,38.9,0,73.5,38.9,11.5,0.3
Daniel,Santiago,Saint Vincent College,2000,256,85,Lubbock,Texas,122,3.4,2.1,0.3,46.9,-,68.5,46.9,9.3,1.9
Joel,Kramer,San Diego State,1978,203,79,San Diego,California,328,3.8,2.8,1,47.9,0,73.7,47.9,10.8,9.1
Steve,Malovic,San Diego State,1979,230,82,Cleveland,Ohio,39,2.1,2.2,0.7,46.3,-,66.7,46.3,7.2,0.3
Michael,Cage,San Diego State,1984,224,81,West Memphis,Arkansas,1140,7.3,7.6,0.9,51.5,0,66.4,51.5,13.9,74.4
Randy,Holcomb,San Diego State,2006,225,81,Chicago,Illinois,4,0.5,0.3,0,100,-,-,100,8.2,0
Malcolm,Thomas,San Diego State,2012,225,81,Columbia,Missouri,40,1.9,2.4,0.4,43.5,9.1,60,44.2,8.4,0.1
Jamaal,Franklin,San Diego State,2013,191,77,Moreno Valley,California,24,1.8,1,0.4,41.5,46.2,100,48.8,4.7,0
